Complaint,Department
ID card not issued in First Floor.,Others
Light is flickering in Room 101.,Electrical
Washroom needs cleaning in Lab 2.,Cleaning
Bad smell in corridor in Room 204.,Cleaning
Bus pass issue in Lab 1.,Others
Garbage not collected in Room 204.,Cleaning
Computer not starting in Lab 1.,CSE
Drinking water cooler not working in Lab 1.,Hostel
Library computer not working in First Floor.,Library
Power outage in classroom in First Floor.,Electrical
Dustbins are overflowing in Second Floor.,Cleaning
Keyboard not working in Block A.,CSE
Hall ticket not generated in Second Floor.,Others
Lab equipment is faulty in Lab 1.,ECE
Window glass is broken in Block B.,Maintenance
Switch board is damaged in Room 101.,Electrical
Book issue system not working in First Floor.,Library
Insufficient seating in library in Second Floor.,Library
General enquiry not resolved in Block A.,Others
Switch board is damaged in First Floor.,Electrical
Internet not working in lab in Room 204.,CSE
Floor needs mopping in Lab 2.,Cleaning
Software installation required in First Floor.,CSE
Book issue system not working in Lab 1.,Library
Bus pass issue in Lab 1.,Others
Hostel room needs cleaning in Lab 1.,Hostel
Floor needs mopping in Lab 2.,Cleaning
Window glass is broken in First Floor.,Maintenance
Hostel room needs cleaning in Room 204.,Hostel
Plumbing problem in Room 204.,Maintenance
General enquiry not resolved in Room 204.,Others
General enquiry not resolved in Block B.,Others
General enquiry not resolved in Lab 1.,Others
Scholarship not received in Block A.,Others
Dustbins are overflowing in Block A.,Cleaning
Wall has cracks in Admin Block.,Maintenance
Bonafide certificate delayed in First Floor.,Others
Function generator faulty in Lab 1.,ECE
Plumbing problem in Block A.,Maintenance
Broken classroom bench in Lab 2.,Maintenance
Bus pass issue in Room 204.,Others
Power outage in classroom in Admin Block.,Electrical
Drinking water cooler not working in Room 204.,Hostel
No water supply in hostel in Block A.,Hostel
Function generator faulty in Room 204.,ECE
Insufficient seating in library in Admin Block.,Library
Fee payment portal not working in Block A.,Others
Book return portal not working in First Floor.,Library
Light is flickering in Block A.,Electrical
Printer not working in Block B.,CSE
Arduino board not detected in Room 204.,ECE
Keyboard not working in Room 101.,CSE
Breadboard is damaged in Room 101.,ECE
General enquiry not resolved in Room 101.,Others
Fan is not working in Lab 1.,Electrical
Power socket not working in Lab 1.,Electrical
Keyboard not working in Block A.,CSE
Library internet not working in Block A.,Library
Power outage in classroom in Block B.,Electrical
Bus pass issue in Block B.,Others
Room lock is broken in Block A.,Hostel
Plumbing problem in Block B.,Maintenance
Internet not working in lab in Second Floor.,CSE
Website login problem in Block B.,Others
Switch board is damaged in Admin Block.,Electrical
Tap is leaking in Lab 2.,Maintenance
Bus pass issue in Admin Block.,Others
Bad smell in corridor in Lab 2.,Cleaning
Keyboard not working in Lab 2.,CSE
Tube light not working in Admin Block.,Electrical
Garbage not collected in First Floor.,Cleaning
Staircase is dusty in Second Floor.,Cleaning
Classroom is very dirty in Room 101.,Cleaning
No water supply in hostel in Lab 1.,Hostel
Website login problem in Room 204.,Others
Campus area is dirty in First Floor.,Cleaning
Bad smell in corridor in Room 101.,Cleaning
Mouse is not responding in Block A.,CSE
Floor needs mopping in First Floor.,Cleaning
Breadboard is damaged in Lab 1.,ECE
Wall has cracks in Block B.,Maintenance
Bus pass issue in Room 101.,Others
Scholarship not received in Block A.,Others
Library computer not working in Room 204.,Library
Classroom is very dirty in Admin Block.,Cleaning
Hall ticket not generated in Lab 2.,Others
Classroom is very dirty in Block A.,Cleaning
Plumbing problem in Block A.,Maintenance
Hostel WiFi not working in First Floor.,Hostel
Breadboard is damaged in Admin Block.,ECE
Light is flickering in Block B.,Electrical
Water leaking from ceiling in First Floor.,Maintenance
Hostel room needs cleaning in Lab 2.,Hostel
Reading room is noisy in Lab 2.,Library
Window glass is broken in Block A.,Maintenance
Generator backup failed in Lab 2.,Electrical
Scholarship not received in Block B.,Others
Digital trainer board failed in Admin Block.,ECE
Arduino board not detected in Lab 1.,ECE
Hall ticket not generated in Admin Block.,Others
Bad smell in corridor in Room 101.,Cleaning
Mouse is not responding in First Floor.,CSE
Room lock is broken in Block B.,Hostel
Printer not working in Second Floor.,CSE
Washroom needs cleaning in First Floor.,Cleaning
Fee payment portal not working in Lab 2.,Others
Campus area is dirty in Admin Block.,Cleaning
Tap is leaking in Lab 2.,Maintenance
Library internet not working in Room 204.,Library
Monitor display is blank in Block B.,CSE
Generator backup failed in First Floor.,Electrical
Keyboard not working in Block B.,CSE
Bad smell in corridor in Room 204.,Cleaning
Lab equipment is faulty in Block A.,ECE
Tap is leaking in Admin Block.,Maintenance
Campus area is dirty in Block A.,Cleaning
Campus area is dirty in Block A.,Cleaning
Washroom needs cleaning in Room 204.,Cleaning
Mouse is not responding in Block B.,CSE
Power outage in classroom in Admin Block.,Electrical
Drinking water cooler not working in Block A.,Hostel
Room lock is broken in First Floor.,Hostel
Hostel room needs cleaning in First Floor.,Hostel
Scholarship not received in Block A.,Others
Tap is leaking in Lab 1.,Maintenance
Wall has cracks in Block B.,Maintenance
Washroom needs cleaning in Room 204.,Cleaning
Mess food quality is poor in Room 101.,Hostel
Library AC not working in Lab 1.,Library
Monitor display is blank in First Floor.,CSE
Bathroom is dirty in Room 101.,Hostel
Required book is unavailable in Block A.,Library
Keyboard not working in Block B.,CSE
Printer not working in Block B.,CSE
Water leaking from ceiling in Second Floor.,Maintenance
Mess food quality is poor in Lab 1.,Hostel
Library AC not working in First Floor.,Library
Tube light not working in Block B.,Electrical
Printer not working in Room 204.,CSE
Plumbing problem in Second Floor.,Maintenance
Wall has cracks in Room 204.,Maintenance
Computer not starting in Lab 2.,CSE
Campus area is dirty in Room 204.,Cleaning
Fee payment portal not working in Room 204.,Others
Tap is leaking in Lab 1.,Maintenance
Website login problem in Lab 2.,Others
Tap is leaking in Admin Block.,Maintenance
Fan not working in hostel room in Second Floor.,Hostel
Monitor display is blank in Admin Block.,CSE
Book issue system not working in Lab 1.,Library
Printer not working in Admin Block.,CSE
Hostel WiFi not working in Lab 1.,Hostel
Breadboard is damaged in Lab 2.,ECE
Generator backup failed in Admin Block.,Electrical
System is running very slow in Room 101.,CSE
Lab equipment is faulty in Room 101.,ECE
Fan not working in hostel room in Admin Block.,Hostel
ID card not issued in Lab 2.,Others
Hall ticket not generated in First Floor.,Others
Fan not working in hostel room in Lab 1.,Hostel
Printer not working in Lab 1.,CSE
Lab equipment is faulty in Lab 1.,ECE
Function generator faulty in Room 101.,ECE
Power outage in classroom in Lab 2.,Electrical
Tube light not working in First Floor.,Electrical
Light is flickering in Lab 1.,Electrical
Arduino board not detected in Lab 1.,ECE
Wall has cracks in Lab 1.,Maintenance
Insufficient seating in library in Block A.,Library
Drinking water cooler not working in Admin Block.,Hostel
Power socket not working in Lab 2.,Electrical
Bonafide certificate delayed in Block B.,Others
Hostel room needs cleaning in Admin Block.,Hostel
Classroom is very dirty in First Floor.,Cleaning
Digital trainer board failed in Room 204.,ECE
Light is flickering in First Floor.,Electrical
Generator backup failed in Room 204.,Electrical
Software installation required in Lab 2.,CSE
Hostel WiFi not working in Second Floor.,Hostel
Monitor display is blank in Block B.,CSE
Classroom is very dirty in First Floor.,Cleaning
Power outage in classroom in Lab 1.,Electrical
Broken classroom bench in Admin Block.,Maintenance
Power outage in classroom in Admin Block.,Electrical
Hall ticket not generated in Block A.,Others
Washroom needs cleaning in Lab 2.,Cleaning
Floor needs mopping in Lab 1.,Cleaning
Washroom needs cleaning in Block A.,Cleaning
Library AC not working in Second Floor.,Library
ID card not issued in First Floor.,Others
Digital trainer board failed in Block B.,ECE
Washroom needs cleaning in Block B.,Cleaning
Hall ticket not generated in Room 204.,Others
Wall has cracks in Block B.,Maintenance
Monitor display is blank in Lab 2.,CSE
Hostel room needs cleaning in Second Floor.,Hostel
Room lock is broken in Second Floor.,Hostel
Insufficient seating in library in Room 101.,Library
Switch board is damaged in Block A.,Electrical
Room lock is broken in Room 101.,Hostel
Book return portal not working in Lab 2.,Library
Monitor display is blank in Admin Block.,CSE
Water leaking from ceiling in Lab 2.,Maintenance
Wall has cracks in Lab 2.,Maintenance
Hostel WiFi not working in Admin Block.,Hostel
Drinking water cooler not working in Room 204.,Hostel
Drinking water cooler not working in Lab 1.,Hostel
Bonafide certificate delayed in Room 101.,Others
Light is flickering in First Floor.,Electrical
Microcontroller kit not working in Admin Block.,ECE
Power outage in classroom in Room 204.,Electrical
Software installation required in Admin Block.,CSE
Water leaking from ceiling in Lab 2.,Maintenance
Function generator faulty in Lab 2.,ECE
Internet not working in lab in Room 101.,CSE
Fan not working in hostel room in Lab 2.,Hostel
Water leaking from ceiling in Second Floor.,Maintenance
Oscilloscope not working in Block B.,ECE
Digital trainer board failed in Block A.,ECE
Reading room is noisy in Block B.,Library
Mouse is not responding in Lab 1.,CSE
Library computer not working in Block A.,Library
Washroom needs cleaning in Room 204.,Cleaning
Floor needs mopping in Block B.,Cleaning
Microcontroller kit not working in Lab 1.,ECE
Fan not working in hostel room in Room 101.,Hostel
Tube light not working in Lab 2.,Electrical
Reading room is noisy in First Floor.,Library
Library internet not working in Room 101.,Library
Floor needs mopping in Block A.,Cleaning
Oscilloscope not working in Second Floor.,ECE
Microcontroller kit not working in Lab 2.,ECE
Website login problem in Block A.,Others
Printer not working in Lab 2.,CSE
Campus area is dirty in Lab 1.,Cleaning
Hall ticket not generated in Second Floor.,Others
Lab equipment is faulty in Second Floor.,ECE
Computer not starting in Lab 2.,CSE
Fee payment portal not working in Second Floor.,Others
Oscilloscope not working in Room 101.,ECE
Website login problem in Lab 2.,Others
Oscilloscope not working in First Floor.,ECE
Floor needs mopping in Lab 2.,Cleaning
Washroom needs cleaning in Lab 1.,Cleaning
Bus pass issue in Room 101.,Others
Generator backup failed in Block B.,Electrical
Oscilloscope not working in Admin Block.,ECE
Library internet not working in Block A.,Library
Software installation required in Room 101.,CSE
Floor needs mopping in Block B.,Cleaning
ID card not issued in Second Floor.,Others
Bad smell in corridor in Room 101.,Cleaning
Book issue system not working in Block A.,Library
Mouse is not responding in First Floor.,CSE
Hall ticket not generated in First Floor.,Others
ID card not issued in Admin Block.,Others
Window glass is broken in Admin Block.,Maintenance
Website login problem in Admin Block.,Others
Power outage in classroom in Admin Block.,Electrical
Hostel WiFi not working in First Floor.,Hostel
Library computer not working in Block A.,Library
Arduino board not detected in Admin Block.,ECE
Signal generator issue in Lab 1.,ECE
Fee payment portal not working in Admin Block.,Others
Website login problem in First Floor.,Others
No water supply in hostel in Block A.,Hostel
Mess food quality is poor in Lab 1.,Hostel
Printer not working in Room 101.,CSE
Required book is unavailable in First Floor.,Library
Dustbins are overflowing in Admin Block.,Cleaning
Breadboard is damaged in First Floor.,ECE
Bad smell in corridor in Room 101.,Cleaning
No water supply in hostel in Second Floor.,Hostel
Library computer not working in Second Floor.,Library
Mouse is not responding in Admin Block.,CSE
Drinking water cooler not working in Admin Block.,Hostel
Campus area is dirty in Admin Block.,Cleaning
Signal generator issue in Block A.,ECE
Software installation required in Admin Block.,CSE
Power outage in classroom in Room 204.,Electrical
Loose electrical wiring in Second Floor.,Electrical
Reading room is noisy in Room 101.,Library
Computer not starting in Block A.,CSE
Classroom is very dirty in Admin Block.,Cleaning
No water supply in hostel in Room 101.,Hostel
